Word,SegmentationA,SegmentationB,SegmentationC
yeniyadabukisayo,y-eni-dabukis-a-yo,y-eni-dabukis-a-yo,y-eni-dabukis-a-yo
yenzayo,enz-a-yo,enz-a-yo,enz-a-yo
yenziwayo,enziw-a-yo,enziw-a-yo,enziw-a-yo
yesabekayo,esabek-a-yo,esabek-a-yo,esabek-a-yo
yesikomsebenzi,y-esi-ko-m-sebenzi,y-esi-ko-m-sebenzi-hhayi,y-esiko-msebenzi
yesingakhuthazwa,y-esi-nga-khuthazw-a,y-esi-nga-khuthazw-a-wethu,y-esinga-khuthazw-a
yesingazukudlovunga,y-esi-nga-zuku-dlovung-a,y-esi-nga-zuku-dlovung-a-wethu,y-esingazuku-dlovung-a
yesisekuphambukeleni,y-esi-s-e-ku-phambukel-e-ni,y-esi-s-e-ku-phambukel-e-ni-kuka,y-esis-e-ku-phambukel-e-ni
yesiyabongayo,y-esi-bong-a-yo,y-esi-bong-a-yo,y-esi-bong-a-yo
yesiyazumayo,y-esi-zum-a-yo,y-esi-zum-a-yo,y-esi-zum-a-yo
yesizommangaleka,y-esi-zo-m-mangalek-a,y-esi-zo-m-mangalek-a,y-esizo-m-mangalek-a
yessaziwayo,y-es-s-aziw-a-yo,y-es-s-aziw-a-yo,y-ess-aziw-a-yo
yethi,y-e-thi,y-e-thi-ngqo,y-e-thi
yethusayo,ethus-a-yo,ethus-a-yo,ethus-a-yo
yethwesana,y-ethwesan-a,y-ethwesan-a,eligudluz-a
yewulayo,ewul-a-yo,ewul-a-yo,ewul-a-yo
yeyacathulayo,y-e-cathul-a-yo,y-e-cathul-a-yo,y-e-cathul-a-yo
yeyadlalwayo,y-e-dlalw-a-yo,y-e-dlalw-a-yo,y-e-dlalw-a-yo
yeyyaziswayo,y-ey-azisw-a-yo,y-ey-azisw-a-yo,y-ey-azisw-a-yo
yeyyelapha,y-ey-y-elaph-a,y-ey-y-elaph-a,y-eyy-elaph-a
yezingammbelwanga,y-ezi-nga-m-mbelw-anga,y-ezi-nga-m-mbelw-anga,y-ezingam-mbelw-anga
yezingazukwwebiwa,y-ezi-nga-zu-kw-w-ebiw-a,y-ezi-nga-zukw-w-ebiw-a,y-ezingazukw-w-ebiw-a
yezinkoloyenzelwayo,ye-zinkolo-enzelw-a-yo,ye-zinkolo-enzelw-a-yo,ye-zinkolo-enzelw-a-yo
yezishonisa,y-ezi-shonis-a,y-ezi-shonis-a-ngqo,y-ezi-shonis-a
yezithe,y-ezi-th-e,y-ezi-th-e-ngqo,y-ezi-th-e
yeziyabuziswayo,y-ezi-buzisw-a-yo,y-ezi-buzisw-a-yo,y-ezi-buzisw-a-yo
yeziyafanayo,y-ezi-fan-a-yo,y-ezi-fan-a-yo,y-ezi-fan-a-yo
yeziyasubathayo,y-ezi-subath-a-yo,y-ezi-subath-a-yo,y-ezi-subath-a-yo
yeziyazayo,y-ezi-z-a-yo,y-ezi-z-a-yo,y-ezi-z-a-yo
yezizokwwakheka,y-ezi-zo-kw-w-akhek-a,y-ezi-zokw-w-akhek-a,y-ezizokw-w-akhek-a
yezommatisa,y-e-zo-m-matis-a,y-e-zo-m-matis-a,y-ezo-m-matis-a
yezzethembeka,y-ez-z-ethembek-a,y-ez-z-ethembek-a,y-ezz-ethembek-a
yikhwelise,yi-khwelis-e,yi-khwelis-e-mnandi,yi-khwelis-e
yimba,yi-mb-a,yi-mb-a-bi,yi-mb-a
yimbongi,y-i-m-bongi,y-im-bongi-nomuntu,y-imbongi
yinkatho,y-i-nkatho,y-inkatho,y-inkathok-eph-a
yisihluthulelo,y-i-si-hluthulelo,e-ku-nga-andis-e-ni,y-isihluthulelo
yizimvume,y-i-zim-vume,y-izim-vume-nomuntu,y-izimvume
yizindlala,y-i-zindlala,y-izindlala,namuhla
yizingijimi,y-i-zin-gijimi,y-izin-gijimi-nomuntu,y-izingijimi
yobulili,yo-bu-lili,yo-bu-lili,a-hambel-a
yobyongekayo,y-ob-ongek-a-yo,y-ob-ongek-a-yo,y-ob-ongek-a-yo
yokuhlela,yo-ku-hlel-a,yo-ku-hlel-a,yo-ku-hlel-az-andulel-a
yokukhathazwa,yo-ku-khathazw-a,yo-ku-khathazw-a,ezi-shunqiselw-a
yokukhuleka,yo-ku-khulek-a,yo-ku-khulek-a,yo-ku-khulek-ak-eph-a
yokungaabelani,yo-ku-nga-abelan-i,yo-ku-nga-abelan-i,yo-ku-nga-abelan-i
yokungaabukeli,yo-ku-nga-abukel-i,yo-ku-nga-abukel-i,yo-ku-nga-abukel-i
yokungaabuzwa,yo-ku-nga-abuzw-a,yo-ku-nga-abuzw-a,yo-ku-nga-abuzw-a
yokungaahlukanisi,yo-ku-nga-ahlukanis-i,yo-ku-nga-ahlukanis-i,yo-ku-nga-ahlukanis-i
yokungaahluleli,yo-ku-nga-ahlulel-i,yo-ku-nga-ahlulel-i,yo-ku-nga-ahlulel-i
yokungaakhani,yo-ku-nga-akhan-i,yo-ku-nga-akhan-i,yo-ku-nga-akhan-i
yokungaalani,yo-ku-nga-alan-i,yo-ku-nga-alan-i,yo-ku-nga-alan-i
yokungaaleli,yo-ku-nga-alel-i,yo-ku-nga-alel-i,yo-ku-nga-alel-i
yokungaaluki,yo-ku-nga-aluk-i,yo-ku-nga-aluk-i,yo-ku-nga-aluk-i
yokungaambukeli,yo-ku-nga-ambukel-i,yo-ku-nga-ambukel-i,yo-ku-nga-ambukel-i
yokungaandeli,yo-ku-nga-andel-i,yo-ku-nga-andel-i,yo-ku-nga-andel-i
yokungaandiswa,yo-ku-nga-andisw-a,yo-ku-nga-andisw-a,yo-ku-nga-andisw-a
yokungaandulelwa,yo-ku-nga-andulelw-a,yo-ku-nga-andulelw-a,yo-ku-nga-andulelw-a
yokungaaneli,yo-ku-nga-anel-i,yo-ku-nga-anel-i,yo-ku-nga-anel-i
yokungaaneliseki,yo-ku-nga-anelisek-i,yo-ku-nga-anelisek-i,yo-ku-nga-anelisek-i
yokungaaneliswa,yo-ku-nga-anelisw-a,yo-ku-nga-anelisw-a,yo-ku-nga-anelisw-a
yokungaanezeli,yo-ku-nga-anezel-i,yo-ku-nga-anezel-i,yo-ku-nga-anezel-i
yokungaangamisi,yo-ku-nga-angamis-i,yo-ku-nga-angamis-i,yo-ku-nga-angamis-i
yokungaangeli,yo-ku-nga-angel-i,yo-ku-nga-angel-i,yo-ku-nga-angel-i
yokungaangiwa,yo-ku-nga-angiw-a,yo-ku-nga-angiw-a,yo-ku-nga-angiw-a
yokungaani,yo-ku-nga-an-i,yo-ku-nga-an-i,yo-ku-nga-an-i
yokungaanyulwa,yo-ku-nga-anyulw-a,yo-ku-nga-anyulw-a,yo-ku-nga-anyulw-a
yokungaaphuci,yo-ku-nga-aphuc-i,yo-ku-nga-aphuc-i,yo-ku-nga-aphuc-i
yokungaazeleli,yo-ku-nga-azelel-i,yo-ku-nga-azelel-i,yo-ku-nga-azelel-i
yokungaazelelwa,yo-ku-nga-azelelw-a,yo-ku-nga-azelelw-a,yo-ku-nga-azelelw-a
yokungaazeli,yo-ku-nga-azel-i,yo-ku-nga-azel-i,yo-ku-nga-azel-i
yokungaazelwa,yo-ku-nga-azelw-a,yo-ku-nga-azelw-a,yo-ku-nga-azelw-a
yokungaazisi,yo-ku-nga-azis-i,yo-ku-nga-azis-i,yo-ku-nga-azis-i
yokungajojwa,yo-ku-nga-jojw-a,yo-ku-nga-jojw-a-hhayi,yo-ku-nga-jojw-a
yokuthenga,yo-ku-theng-a,yo-ku-theng-a,yo-ku-theng-an-om-a
yokw,y-okw,y-okw,y-okwenam-a
yolyongekayo,y-ol-ongek-a-yo,y-ol-ongek-a-yo,y-ol-ongek-a-yo
yomgunyathi,yo-m-gunyathi,yo-m-gunyathi,yo-mgunyathik-odw-a
yomisayo,omis-a-yo,omis-a-yo,omis-a-yo
yommangali,yo-m-mangali,yo-m-mangali,yo-mmangali
yommeli,yo-m-meli,yo-m-meli,yo-mmeli
yommemezeli,yo-m-memezeli,yo-m-memezeli,yo-mmemezeli
yomsakazo,yo-m-sakazo,yo-m-sakazo,a-li-vuyan-a
yonayo,on-a-yo,on-a-yo,on-a-yo
yondla,y-ondl-a,y-ondl-a,umndeni
yongayo,ong-a-yo,ong-a-yo,ong-a-yo
yongazazisanga,y-o-nga-zazis-anga,y-o-nga-zazis-anga-kaputeni,y-onga-zazis-anga
yothelayo,othel-a-yo,othel-a-yo-phakathi,othel-a-yo
yoyaphishekelayo,y-o-phishekel-a-yo,y-o-phishekel-a-yo,y-o-phishekel-a-yo
yoyaphucwayo,y-o-phucw-a-yo,y-o-phucw-a-yo,y-o-phucw-a-yo
yukungaabuzani,y-uku-nga-abuzan-i,y-uku-nga-abuzan-i,y-uku-nga-abuzan-i
yukungaahlukaniselwa,y-uku-nga-ahlukaniselw-a,y-uku-nga-ahlukaniselw-a,y-uku-nga-ahlukaniselw-a
yukungaambi,y-uku-nga-amb-i,y-uku-nga-amb-i,y-uku-nga-amb-i
yukungaaphukeli,y-uku-nga-aphukel-i,y-uku-nga-aphukel-i,y-uku-nga-aphukel-i
yukungadumeli,y-uku-nga-dumel-i,y-uku-nga-dumel-i-zonke,y-uku-nga-dumel-i
yukungaqabuli,y-uku-nga-qabul-i,y-uku-nga-qabul-i-zonke,y-uku-nga-qabul-i
yyandula,y-y-andul-a,y-y-andul-a,y-y-andul-a
yyazana,y-y-azan-a,y-y-azan-a,y-y-azan-a
yyazi,y-y-azi,y-y-azi,y-y-azi
yyazisisa,y-y-azisis-a,y-y-azisis-a,y-y-azisis-a
yyehlukaniswa,y-y-ehlukanisw-a,y-y-ehlukanisw-a,y-y-ehlukanisw-a
yyelekela,y-y-elekel-a,y-y-elekel-a,y-y-elekel-a
yyelula,y-y-elul-a,y-y-elul-a,y-y-elul-a
yyembathwa,y-y-embathw-a,y-y-embathw-a,y-y-embathw-a
yyenzayo,y-enz-a-yo,y-enz-a-yo,yenz-a-yo
yyethula,y-y-ethul-a,y-y-ethul-a,y-y-ethul-a
zaaba,z-a-b-a,z-a-b-a,za-b-a
zaababelana,z-a-babelan-a,z-a-babelan-a,za-babelan-a
zaabala,z-a-bal-a,z-a-bal-a,za-bal-a
zaabalekela,z-a-balekel-a,z-a-balekel-a,za-balekel-a
zaabandlululwa,z-a-bandlululw-a,z-a-bandlululw-a,za-bandlululw-a
zaabangalalela,z-a-bangalalel-a,z-a-bangalalel-a,za-bangalalel-a
zaabangela,z-a-bangel-a,z-a-bangel-a,za-bangel-a
zaabekezelela,z-a-bekezelel-a,z-a-bekezelel-a,za-bekezelel-a
zaabekwa,z-a-bekw-a,z-a-bekw-a,za-bekw-a
zaabhajwa,z-a-bhajw-a,z-a-bhajw-a,za-bhajw-a
zaabhakuzisa,z-a-bhakuzis-a,z-a-bhakuzis-a,za-bhakuzis-a
zaabhala,z-a-bhal-a,z-a-bhal-a,za-bhal-a
zaabhekisela,z-a-bhekisel-a,z-a-bhekisel-a,za-bhekisel-a
zaabhoboza,z-a-bhoboz-a,z-a-bhoboz-a,za-bhoboz-a
zaabhodlela,z-a-bhodlel-a,z-a-bhodlel-a,za-bhodlel-a
zaabhubhisa,z-a-bhubhis-a,z-a-bhubhis-a,za-bhubhis-a
zaabhunga,z-a-bhung-a,z-a-bhung-a,za-bhung-a
zaabika,z-a-bik-a,z-a-bik-a,za-bik-a
zaabikezelwa,z-a-bikezelw-a,z-a-bikezelw-a,za-bikezelw-a
zaabingelelisa,z-a-bingelelis-a,z-a-bingelelis-a,za-bingelelis-a
zaabiza,z-a-biz-a,z-a-biz-a,za-biz-a
zaabizela,z-a-bizel-a,z-a-bizel-a,za-bizel-a
zaabona,z-a-bon-a,z-a-bon-a,za-bon-a
zaabongeka,z-a-bongek-a,z-a-bongek-a,za-bongek-a
zaabonisa,z-a-bonis-a,z-a-bonis-a,za-bonis-a
zaabulala,z-a-bulal-a,z-a-bulal-a,za-bulal-a
zaabulawa,z-a-bulaw-a,z-a-bulaw-a,za-bulaw-a
zaabusa,z-a-bus-a,z-a-bus-a,za-bus-a
zaabuyisela,z-a-buyisel-a,z-a-buyisel-a,za-buyisel-a
zaacabanga,z-a-cabang-a,z-a-cabang-a,za-cabang-a
zaacacisa,z-a-cacis-a,z-a-cacis-a,za-cacis-a
zaacambalala,z-a-cambalal-a,z-a-cambalal-a,za-cambalal-a
zaacaza,z-a-caz-a,z-a-caz-a,za-caz-a
zaacelwa,z-a-celw-a,z-a-celw-a,za-celw-a
zaachapha,z-a-chaph-a,z-a-chaph-a,za-chaph-a
zaachaza,z-a-chaz-a,z-a-chaz-a,za-chaz-a
zaachitha,z-a-chith-a,z-a-chith-a,za-chith-a
zaachoboza,z-a-choboz-a,z-a-choboz-a,za-choboz-a
zaacimeza,z-a-cimez-a,z-a-cimez-a,za-cimez-a
zaacinelela,z-a-cinelel-a,z-a-cinelel-a,za-cinelel-a
zaacishela,z-a-cishel-a,z-a-cishel-a,za-cishel-a
zaaconsisa,z-a-consis-a,z-a-consis-a,za-consis-a
zaacothoza,z-a-cothoz-a,z-a-cothoz-a,za-cothoz-a
zaacubungula,z-a-cubungul-a,z-a-cubungul-a,za-cubungul-a
zaacula,z-a-cul-a,z-a-cul-a,za-cul-a
zaacupha,z-a-cuph-a,z-a-cuph-a,za-cuph-a
zaadinga,z-a-ding-a,z-a-ding-a,za-ding-a
zaadlula,z-a-dlul-a,z-a-dlul-a,za-dlul-a
zaadlulwa,z-a-dlulw-a,z-a-dlulw-a,za-dlulw-a
zaadoba,z-a-dob-a,z-a-dob-a,za-dob-a
zaadoda,z-a-dod-a,z-a-dod-a,za-dod-a
zaadubuleka,z-a-dubulek-a,z-a-dubulek-a,za-dubulek-a
zaaduma,z-a-dum-a,z-a-dum-a,za-dum-a
zaadumba,z-a-dumb-a,z-a-dumb-a,za-dumb-a
zaadumisa,z-a-dumis-a,z-a-dumis-a,za-dumis-a
zaadunga,z-a-dung-a,z-a-dung-a,za-dung-a
zaadwengula,z-a-dwengul-a,z-a-dwengul-a,za-dwengul-a
zaafaka,z-a-fak-a,z-a-fak-a,za-fak-a
zaafaneleka,z-a-fanelek-a,z-a-fanelek-a,za-fanelek-a
zaafanelwa,z-a-fanelw-a,z-a-fanelw-a,za-fanelw-a
zaafeza,z-a-fez-a,z-a-fez-a,za-fez-a
zaafezeka,z-a-fezek-a,z-a-fezek-a,za-fezek-a
zaafihlwa,z-a-fihlw-a,z-a-fihlw-a,za-fihlw-a
zaafika,z-a-fik-a,z-a-fik-a,za-fik-a
zaafinyelela,z-a-finyelel-a,z-a-finyelel-a,za-finyelel-a
zaafiphala,z-a-fiphal-a,z-a-fiphal-a,za-fiphal-a
zaafisela,z-a-fisel-a,z-a-fisel-a,za-fisel-a
zaafumana,z-a-fuman-a,z-a-fuman-a,za-fuman-a
zaafuna,z-a-fun-a,z-a-fun-a,za-fun-a
zaafunda,z-a-fund-a,z-a-fund-a,za-fund-a
zaafungisa,z-a-fungis-a,z-a-fungis-a,za-fungis-a
zaafunwa,z-a-funw-a,z-a-funw-a,za-funw-a
zaafuya,z-a-fuy-a,z-a-fuy-a,za-fuy-a
zaafuzisa,z-a-fuzis-a,z-a-fuzis-a,za-fuzis-a
zaagadla,z-a-gadl-a,z-a-gadl-a,za-gadl-a
zaagana,z-a-gan-a,z-a-gan-a,za-gan-a
zaagaqela,z-a-gaqel-a,z-a-gaqel-a,za-gaqel-a
zaagaxwa,z-a-gaxw-a,z-a-gaxw-a,za-gaxw-a
zaagcina,z-a-gcin-a,z-a-gcin-a,za-gcin-a
zaagcizelela,z-a-gcizelel-a,z-a-gcizelel-a,za-gcizelel-a
zaagcwala,z-a-gcwal-a,z-a-gcwal-a,za-gcwal-a
zaagelezela,z-a-gelezel-a,z-a-gelezel-a,za-gelezel-a
zaagema,z-a-gem-a,z-a-gem-a,za-gem-a
zaagezela,z-a-gezel-a,z-a-gezel-a,za-gezel-a
zaagoba,z-a-gob-a,z-a-gob-a,za-gob-a
zaagobela,z-a-gobel-a,z-a-gobel-a,za-gobel-a
zaagobisa,z-a-gobis-a,z-a-gobis-a,za-gobis-a
zaagogeka,z-a-gogek-a,z-a-gogek-a,za-gogek-a
zaagolomba,z-a-golomb-a,z-a-golomb-a,za-golomb-a
zaagqashuka,z-a-gqashuk-a,z-a-gqashuk-a,za-gqashuk-a
zaagqoka,z-a-gqok-a,z-a-gqok-a,za-gqok-a
zaagudlisa,z-a-gudlis-a,z-a-gudlis-a,za-gudlis-a
zaagunda,z-a-gund-a,z-a-gund-a,za-gund-a
zaagunquzisa,z-a-gunquzis-a,z-a-gunquzis-a,za-gunquzis-a
zaagwazela,z-a-gwazel-a,z-a-gwazel-a,za-gwazel-a
zaagwema,z-a-gwem-a,z-a-gwem-a,za-gwem-a
zaagxeka,z-a-gxek-a,z-a-gxek-a,za-gxek-a
zaahalalisa,z-a-halalis-a,z-a-halalis-a,za-halalis-a
zaahehela,z-a-hehel-a,z-a-hehel-a,za-hehel-a
zaahlabela,z-a-hlabel-a,z-a-hlabel-a,za-hlabel-a
zaahlakanipha,z-a-hlakaniph-a,z-a-hlakaniph-a,za-hlakaniph-a
zaahlala,z-a-hlal-a,z-a-hlal-a,za-hlal-a
zaahlaluka,z-a-hlaluk-a,z-a-hlaluk-a,za-hlaluk-a
zaahlanganisa,z-a-hlanganis-a,z-a-hlanganis-a,za-hlanganis-a
zaahlanganisela,z-a-hlanganisel-a,z-a-hlanganisel-a,za-hlanganisel-a
zaahlanganyela,z-a-hlanganyel-a,z-a-hlanganyel-a,za-hlanganyel-a
zaahlanya,z-a-hlany-a,z-a-hlany-a,za-hlany-a
zaahlasela,z-a-hlasel-a,z-a-hlasel-a,za-hlasel-a
zaahlaza,z-a-hlaz-a,z-a-hlaz-a,za-hlaz-a
zaahlaziya,z-a-hlaziy-a,z-a-hlaziy-a,za-hlaziy-a
zaahlelwa,z-a-hlelw-a,z-a-hlelw-a,za-hlelw-a
zaahlephula,z-a-hlephul-a,z-a-hlephul-a,za-hlephul-a
zaahlephulela,z-a-hlephulel-a,z-a-hlephulel-a,za-hlephulel-a
zaahlobisa,z-a-hlobis-a,z-a-hlobis-a,za-hlobis-a
zaahlolwa,z-a-hlolw-a,z-a-hlolw-a,za-hlolw-a
zaahlubuka,z-a-hlubuk-a,z-a-hlubuk-a,za-hlubuk-a
zaahlukanisa,z-a-hlukanis-a,uku-cas-a,za-hlukanis-a
zaahlukunyezwa,z-a-hlukunyezw-a,z-a-hlukunyezw-a,za-hlukunyezw-a
zaahlumisa,z-a-hlumis-a,z-a-hlumis-a,za-hlumis-a
zaahlungwa,z-a-hlungw-a,z-a-hlungw-a,za-hlungw-a
zaaholela,z-a-holel-a,z-a-holel-a,za-holel-a
zaahoshela,z-a-hoshel-a,z-a-hoshel-a,za-hoshel-a
zaahumusha,z-a-humush-a,z-a-humush-a,za-humush-a
zaahumushela,z-a-humushel-a,z-a-humushel-a,za-humushel-a
zaajabula,z-a-jabul-a,z-a-jabul-a,za-jabul-a
zaajabulela,z-a-jabulel-a,z-a-jabulel-a,za-jabulel-a
zaajabulisa,z-a-jabulis-a,z-a-jabulis-a,za-jabulis-a
zaajakada,z-a-jakad-a,z-a-jakad-a,za-jakad-a
zaajova,z-a-jov-a,z-a-jov-a,za-jov-a
zaajulisa,z-a-julis-a,z-a-julis-a,za-julis-a
zaajuluka,z-a-juluk-a,z-a-juluk-a,za-juluk-a
zaakaka,z-a-kak-a,z-a-kak-a,za-kak-a
zaakapa,z-a-kap-a,z-a-kap-a,za-kap-a
zaakha,z-a-kh-a,z-a-kh-a,za-kh-a
zaakhahla,z-a-khahl-a,z-a-khahl-a,za-khahl-a
zaakhanga,z-a-khang-a,z-a-khang-a,za-khang-a
zaakhangwa,z-a-khangw-a,z-a-khangw-a,za-khangw-a
zaakhapha,z-a-khaph-a,z-a-khaph-a,za-khaph-a
zaakhathalela,z-a-khathalel-a,z-a-khathalel-a,za-khathalel-a
zaakhathazeka,z-a-khathazek-a,z-a-khathazek-a,za-khathazek-a
zaakheka,z-a-khek-a,z-a-khek-a,za-khek-a
zaakhetha,z-a-kheth-a,z-a-kheth-a,za-kheth-a
zaakhipha,z-a-khiph-a,z-a-khiph-a,za-khiph-a
zaakhiphela,z-a-khiphel-a,z-a-khiphel-a,za-khiphel-a
zaakhiqizwa,z-a-khiqizw-a,z-a-khiqizw-a,za-khiqizw-a
zaakhokha,z-a-khokh-a,z-a-khokh-a,za-khokh-a
zaakholisa,z-a-kholis-a,z-a-kholis-a,za-kholis-a
zaakhombela,z-a-khombel-a,z-a-khombel-a,za-khombel-a
zaakhombisa,z-a-khombis-a,z-a-khombis-a,za-khombis-a
zaakhuculula,z-a-khuculul-a,z-a-khuculul-a,za-khuculul-a
zaakhuluma,z-a-khulum-a,z-a-khulum-a,za-khulum-a
zaakhuluphala,z-a-khuluphal-a,z-a-khuluphal-a,za-khuluphal-a
zaakhunga,z-a-khung-a,z-a-khung-a,za-khung-a
zaakhwela,z-a-khwel-a,z-a-khwel-a,za-khwel-a
zaakhweza,z-a-khwez-a,z-a-khwez-a,za-khwez-a
zaakhwezela,z-a-khwezel-a,z-a-khwezel-a,za-khwezel-a
zaaklayeka,z-a-klayek-a,z-a-klayek-a,za-klayek-a
zaaklukluluza,z-a-klukluluz-a,z-a-klukluluz-a,za-klukluluz-a
zaalahlekelwa,z-a-lahlekelw-a,z-a-lahlekelw-a,za-lahlekelw-a
zaalengiswa,z-a-lengisw-a,z-a-lengisw-a,za-lengisw-a
zaaletha,z-a-leth-a,z-a-leth-a,za-leth-a
zaalinga,z-a-ling-a,z-a-ling-a,za-ling-a
zaalinganisela,z-a-linganisel-a,z-a-linganisel-a,za-linganisel-a
zaalokotha,z-a-lokoth-a,z-a-lokoth-a,za-lokoth-a
zaalonda,z-a-lond-a,z-a-lond-a,za-lond-a
zaalondoloza,z-a-londoloz-a,z-a-londoloz-a,za-londoloz-a
zaaluka,z-a-luk-a,z-a-luk-a,za-luk-a
zaalulaza,z-a-lulaz-a,z-a-lulaz-a,za-lulaz-a
zaalungisa,z-a-lungis-a,z-a-lungis-a,za-lungis-a
zaamboza,z-a-mboz-a,z-a-mboz-a,za-mboz-a
zaamelela,z-a-melel-a,z-a-melel-a,za-melel-a
zaamemeza,z-a-memez-a,z-a-memez-a,za-memez-a
zaamemezela,z-a-memezel-a,z-a-memezel-a,za-memezel-a
zaamisela,z-a-misel-a,z-a-misel-a,za-misel-a
zaamosa,z-a-mos-a,z-a-mos-a,za-mos-a
zaampintsha,z-a-mpintsh-a,z-a-mpintsh-a,za-mpintsh-a
zaamukela,z-a-mukel-a,z-a-mukel-a,za-mukel-a
zaamukelwa,z-a-mukelw-a,z-a-mukelw-a,za-mukelw-a
zaanafuna,z-a-nafun-a,z-a-nafun-a,za-nafun-a
zaanama,z-a-nam-a,z-a-nam-a,za-nam-a
zaanamatha,z-a-namath-a,z-a-namath-a,za-namath-a
zaancelisa,z-a-ncelis-a,z-a-ncelis-a,za-ncelis-a
zaancenga,z-a-nceng-a,z-a-nceng-a,za-nceng-a
zaancibilika,z-a-ncibilik-a,z-a-ncibilik-a,za-ncibilik-a
zaancisha,z-a-ncish-a,z-a-ncish-a,za-ncish-a
zaancomeka,z-a-ncomek-a,z-a-ncomek-a,za-ncomek-a
zaanethisa,z-a-nethis-a,z-a-nethis-a,za-nethis-a
zaaneva,z-a-nev-a,z-a-nev-a,za-nev-a
zaangcwelisa,z-a-ngcwelis-a,z-a-ngcwelis-a,za-ngcwelis-a
zaangena,z-a-ngen-a,z-a-ngen-a,za-ngen-a
zaangenela,z-a-ngenel-a,z-a-ngenel-a,za-ngenel-a
zaangenelela,z-a-ngenelel-a,z-a-ngenelel-a,za-ngenelel-a
zaangqabashiya,z-a-ngqabashiy-a,z-a-ngqabashiy-a,za-ngqabashiy-a
zaanikeza,z-a-nikez-a,z-a-nikez-a,za-nikez-a
zaanikezwa,z-a-nikezw-a,z-a-nikezw-a,za-nikezw-a
zaanongwa,z-a-nongw-a,z-a-nongw-a,za-nongw-a
zaanqamula,z-a-nqamul-a,z-a-nqamul-a,za-nqamul-a
zaanquma,z-a-nqum-a,z-a-nqum-a,za-nqum-a
zaantshontsha,z-a-ntshontsh-a,z-a-ntshontsh-a,za-ntshontsh-a
zaanyathelisa,z-a-nyathelis-a,z-a-nyathelis-a,za-nyathelis-a
zaanyundelwa,z-a-nyundelw-a,z-a-nyundelw-a,za-nyundelw-a
zaaojwayela,z-a-ojwayel-a,z-a-ojwayel-a,za-ojwayel-a
zaaoma,z-a-om-a,z-a-om-a,za-om-a
zaaphakamisa,z-a-phakamis-a,z-a-phakamis-a,za-phakamis-a
zaaphambana,z-a-phamban-a,z-a-phamban-a,za-phamban-a
zaaphanyekwa,z-a-phanyekw-a,z-a-phanyekw-a,za-phanyekw-a
zaaphathelana,z-a-phathelan-a,z-a-phathelan-a,za-phathelan-a
zaaphathisa,z-a-phathis-a,z-a-phathis-a,za-phathis-a
zaaphawula,z-a-phawul-a,z-a-phawul-a,za-phawul-a
zaaphawulwa,z-a-phawulw-a,z-a-phawulw-a,za-phawulw-a
zaaphazamisa,z-a-phazamis-a,z-a-phazamis-a,za-phazamis-a
zaaphekwa,z-a-phekw-a,z-a-phekw-a,za-phekw-a
zaaphela,z-a-phel-a,z-a-phel-a,za-phel-a
zaaphelela,z-a-phelel-a,z-a-phelel-a,za-phelel-a
zaaphelelwa,z-a-phelelw-a,z-a-phelelw-a,za-phelelw-a
zaaphikiswa,z-a-phikisw-a,z-a-phikisw-a,za-phikisw-a
zaaphokophela,z-a-phokophel-a,z-a-phokophel-a,za-phokophel-a
zaaphucwa,z-a-phucw-a,z-a-phucw-a,za-phucw-a
zaaphuziswa,z-a-phuzisw-a,z-a-phuzisw-a,za-phuzisw-a
zaaqabukela,z-a-qabukel-a,z-a-qabukel-a,za-qabukel-a
zaaqabula,z-a-qabul-a,z-a-qabul-a,za-qabul-a
zaaqala,z-a-qala,z-a-qala,za-qala
zaaqalwa,z-a-qalw-a,z-a-qalw-a,za-qalw-a
zaaqanda,z-a-qand-a,z-a-qand-a,za-qand-a
zaaqaphela,z-a-qaphel-a,z-a-qaphel-a,za-qaphel-a
zaaqeda,z-a-qed-a,z-a-qed-a,za-qed-a
zaaqeqeshwa,z-a-qeqeshw-a,z-a-qeqeshw-a,za-qeqeshw-a
zaaqhamukisa,z-a-qhamukis-a,z-a-qhamukis-a,za-qhamukis-a
zaaqhenya,z-a-qheny-a,z-a-qheny-a,za-qheny-a
zaaqhosha,z-a-qhosh-a,z-a-qhosh-a,za-qhosh-a
zaaqhuba,z-a-qhub-a,z-a-qhub-a,za-qhub-a
zaaqhuma,z-a-qhum-a,z-a-qhum-a,za-qhum-a
zaaqhwabaza,z-a-qhwabaz-a,z-a-qhwabaz-a,za-qhwabaz-a
zaaqina,z-a-qin-a,z-a-qin-a,za-qin-a
zaaqoka,z-a-qok-a,z-a-qok-a,za-qok-a
zaaqonda,z-a-qond-a,z-a-qond-a,za-qond-a
zaaqondisa,z-a-qondis-a,z-a-qondis-a,za-qondis-a
zaaqothula,z-a-qothul-a,z-a-qothul-a,za-qothul-a
zaasa,z-a-s-a,z-a-s-a,za-s-a
zaasabela,z-a-sabel-a,z-a-sabel-a,za-sabel-a
zaasakazeka,z-a-sakazek-a,z-a-sakazek-a,za-sakazek-a
zaasambatheka,z-a-sambathek-a,z-a-sambathek-a,za-sambathek-a
zaasaphaza,z-a-saphaz-a,z-a-saphaz-a,za-saphaz-a
zaasebenza,z-a-sebenz-a,z-a-sebenz-a,za-sebenz-a
zaasebenzisa,z-a-sebenzis-a,z-a-sebenzis-a,za-sebenzis-a
zaasekela,z-a-sekel-a,z-a-sekel-a,za-sekel-a
